bodyparts,forehead,forehead,forehead,trunk_base,trunk_base,trunk_base,trunk_01,trunk_01,trunk_01,trunk_02,trunk_02,trunk_02,trunk_03,trunk_03,trunk_03,trunk_04,trunk_04,trunk_04,trunk_nose,trunk_nose,trunk_nose,right_eartop,right_eartop,right_eartop,right_earmid,right_earmid,right_earmid,right_earbtm,right_earbtm,right_earbtm,right_tusk_end,right_tusk_end,right_tusk_end,left_eartop,left_eartop,left_eartop,left_earmid,left_earmid,left_earmid,left_earbtm,left_earbtm,left_earbtm,left_tusk_end,left_tusk_end,left_tusk_end,upper_jaw,upper_jaw,upper_jaw,lower_jaw,lower_jaw,lower_jaw,right_eye,right_eye,right_eye,left_eye,left_eye,left_eye,back_base,back_base,back_base,back_end,back_end,back_end,back_middle,back_middle,back_middle,tail_base,tail_base,tail_base,tail_end,tail_end,tail_end,front_left_thai,front_left_thai,front_left_thai,front_left_knee,front_left_knee,front_left_knee,front_left_paw,front_left_paw,front_left_paw,front_right_thai,front_right_thai,front_right_thai,front_right_knee,front_right_knee,front_right_knee,front_right_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_left_paw,back_left_thai,back_left_thai,back_left_thai,back_right_thai,back_right_thai,back_right_thai,back_left_knee,back_left_knee,back_left_knee,back_right_knee,back_right_knee,back_right_knee,back_right_paw,back_right_paw,back_right_paw,belly_bottom,belly_bottom,belly_bottom,body_middle_right,body_middle_right,body_middle_right,body_middle_left,body_middle_left,body_middle_left
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
160,,,,166.26793,-0.3974513,160.86838,,,,,,,,,,167.14073,-1.2177129,160.59445,,,,164.91003,-0.7830735,154.97467,164.97766,-3.0096781,157.46706,,,,,,,,,,158.10939,-2.5836794,157.89598,161.84488,-3.8040302,158.11816,,,,166.02834,-3.155254,160.53157,167.14246,-0.9722048,161.39468,,,,,,,160.53421,-3.3838518,155.20122,152.48676,-0.8683995,147.03087,157.93881,-1.8890766,152.80315,152.48676,-0.8683995,147.03087,149.75226,10.350799,145.78488,161.26216,3.5909324,160.06725,,,,,,,162.98355,2.9435713,155.17062,160.65862,9.734814,157.39087,160.20114,11.257876,157.56206,153.52635,12.471391,151.84651,151.46158,4.379206,149.75725,153.60306,5.0436115,148.0488,,,,154.37015,10.837762,150.21953,152.64937,12.421427,149.26189,158.52336,6.7351,155.29167,,,,,,
161,,,,166.29036,-0.44637305,160.89177,,,,,,,,,,167.31647,-1.2861995,160.76535,,,,164.952,-0.84920573,155.07983,165.02907,-3.0502112,157.53668,,,,166.68326,-1.0392939,161.6192,,,,158.10661,-2.5838835,157.89992,161.91946,-3.6912575,158.19014,,,,166.09526,-3.2133694,160.60332,167.3384,-0.9939355,161.58128,,,,,,,160.65964,-2.9822967,155.31622,152.3371,-0.88764644,146.88461,157.97394,-1.8924699,152.83717,152.3371,-0.88764644,146.88461,149.9668,10.3413515,145.99246,161.25105,3.4329076,160.0366,,,,,,,163.06393,2.9276748,155.27614,160.8199,9.726763,157.54921,160.21005,11.234175,157.53813,153.59619,12.466064,151.91492,151.46315,4.3547063,149.95561,153.77914,4.977079,148.2224,,,,154.97124,10.826944,151.03635,153.382,12.45006,149.97523,158.5482,6.699248,155.31743,,,,,,
162,,,,166.3535,-0.45884162,160.94359,,,,,,,,,,167.33649,-1.3511908,160.79556,,,,165.31665,-0.89138985,155.3807,165.42976,-3.1256232,157.89182,,,,,,,,,,158.18169,-2.5902174,157.99773,162.0096,-3.712351,158.27206,,,,166.21916,-3.2245717,160.68327,,,,,,,,,,160.75237,-2.9853685,155.39967,152.50713,-0.92006606,147.03532,158.21886,-1.9404917,153.06885,152.50713,-0.92006606,147.03532,150.18642,10.339144,146.1951,161.27914,3.7844574,160.14624,,,,164.49033,11.380283,162.24904,163.18488,2.9292502,155.35844,160.84264,9.734244,157.5266,160.10258,11.276891,157.47668,153.99991,12.350553,152.3148,151.9925,4.2410727,150.4588,153.89171,4.887632,148.31303,,,,155.11177,10.795825,151.12885,153.95714,12.56267,150.52911,159.04958,6.6827297,155.80997,,,,,,
163,,,,166.56552,-0.4828556,161.14572,,,,,,,,,,167.48877,-1.3778446,160.9397,,,,165.38351,-0.90756017,155.43948,165.63559,-3.185927,158.08705,,,,,,,,,,158.28554,-2.6056733,158.1217,162.0864,-3.6944492,158.37576,,,,166.2514,-3.261492,160.73483,,,,,,,,,,160.81961,-2.9136212,155.4895,152.50713,-0.92006606,147.03532,158.32085,-1.9534972,153.164,152.50627,-0.91332126,147.03638,149.99069,9.861489,146.47284,161.24542,3.8726103,160.16959,,,,164.48386,11.482152,162.23784,163.52489,2.9132164,155.68289,160.85544,9.761139,157.53804,160.10106,11.276869,157.47888,,,,152.1663,4.3114915,150.633,154.43614,4.892621,148.83786,,,,155.25543,10.615675,151.26642,154.07695,12.505205,150.63342,158.96724,6.6600847,156.08986,,,,,,
164,,,,166.60614,-0.49914584,161.17284,,,,,,,,,,167.60648,-1.4847367,161.07307,,,,165.60304,-0.9768859,155.65572,165.61197,-3.2798376,158.08447,,,,,,,,,,158.31523,-2.6487632,158.1414,162.08421,-3.717404,158.382,,,,166.43384,-3.1619008,160.87802,,,,,,,,,,160.77994,-3.2547705,155.46683,153.41318,-1.1705859,147.92003,158.31055,-2.2503998,153.16875,153.41234,-1.1638037,147.92108,150.6163,9.727819,147.12265,161.2392,3.8463757,160.16385,164.10562,9.112402,162.28233,,,,163.56165,2.9493957,155.7426,161.1499,9.731335,157.82388,160.10106,11.276869,157.47888,,,,152.46053,4.31444,150.92435,154.68317,4.8759108,149.0894,,,,155.4772,10.547156,151.44048,154.37898,12.593082,150.94766,159.01724,6.55112,156.14299,159.98111,1.9361895,151.66125,,,
165,,,,166.71158,-0.50808793,161.31322,,,,,,,,,,167.60239,-1.5051563,161.08253,,,,165.67146,-0.9802726,155.72008,165.66489,-3.2778072,158.15675,,,,,,,,,,158.37337,-2.6746306,158.19957,162.08087,-3.7460897,158.65207,,,,166.49612,-3.3792517,160.89754,,,,,,,,,,161.16402,-3.314195,155.84506,153.42441,-1.2336286,147.94621,158.36351,-2.3055525,153.25085,153.42325,-1.2241814,147.94768,150.70914,9.726703,147.21722,161.13757,3.4180644,160.0767,164.10524,9.110477,162.28204,164.48657,11.673979,162.297,163.72824,2.8693933,155.89575,161.21848,9.727748,157.92937,160.19627,11.368945,157.61061,154.08673,11.932856,152.39267,152.48404,4.3142977,150.96591,154.79747,4.867134,149.20868,,,,156.311,10.576487,152.27545,155.81253,12.707226,152.37471,159.32039,6.695878,156.49425,,,,,,
166,,,,166.7398,-0.50999737,161.34058,,,,,,,,,,167.71622,-1.533653,161.16446,,,,165.78603,-0.9404547,155.7982,165.73245,-3.3947167,158.77,,,,,,,,,,158.39151,-2.7809317,158.1859,162.08163,-3.842935,158.98401,,,,166.62427,-3.2042727,161.05191,,,,,,,,,,161.45404,-3.3383892,156.18436,153.49622,-1.3224244,147.98782,158.38861,-2.3870177,153.23535,153.49242,-1.2914057,147.99269,151.45651,9.71088,148.18105,161.28607,3.4132802,160.19376,164.05792,9.012603,162.2042,164.39044,11.58286,162.79465,163.8576,2.8526456,156.01642,161.57915,9.710371,158.2449,160.61038,11.181998,157.9569,153.79034,11.756768,152.1311,152.58025,4.5033655,151.09319,155.05965,4.7785354,149.45111,,,,156.89044,10.632118,152.83615,155.93547,12.755567,152.46396,159.72035,6.6820674,156.88812,,,,,,
167,,,,167.03322,-0.60568166,161.61688,,,,,,,,,,167.77866,-1.517156,161.25223,,,,165.97643,-1.0128783,155.97745,165.91211,-3.4369075,158.9997,,,,,,,,,,158.44899,-2.8421345,158.27298,162.10065,-3.8368855,159.0566,,,,166.63976,-3.396246,161.03595,,,,,,,,,,161.4419,-3.3951962,156.35753,153.5091,-1.3215556,148.01875,158.50984,-2.3905826,153.38275,153.50562,-1.2931998,148.0232,151.54437,9.70972,148.26741,161.31932,3.4254909,160.28033,164.05875,9.112575,162.24725,,,,163.91461,2.8457341,156.07086,161.63148,9.674876,158.3258,160.79115,11.181067,157.85294,153.68959,11.747927,152.02827,152.7022,4.5692554,151.22156,155.22533,4.7809196,149.62227,,,,157.66284,10.505001,153.58662,156.64148,12.701261,153.17677,159.78682,6.67972,156.95358,160.29163,1.885243,151.9462,,,
168,,,,167.07819,-0.66731876,161.69215,,,,,,,,,,167.96397,-1.517021,161.41454,,,,166.3105,-1.1558242,156.21115,165.92949,-3.545986,159.01784,,,,,,,,,,158.48491,-2.750687,158.30827,162.38635,-3.9497738,159.36096,,,,167.00397,-3.4468935,161.36763,,,,,,,,,,161.45181,-3.322633,156.40656,153.54706,-1.193745,148.04568,158.82004,-2.30631,153.6737,153.54706,-1.193745,148.04568,151.60733,9.656613,148.32925,161.32779,3.4415662,160.29333,,,,,,,163.95877,2.8288589,156.02457,161.68379,9.678411,158.33273,160.7952,11.103762,157.85866,153.52353,11.742682,152.07356,152.9565,4.570035,151.49185,155.50034,4.7902308,149.87834,,,,158.24297,10.372054,154.17519,157.22842,12.732083,153.75075,159.81082,6.686968,156.97694,160.78871,1.8454307,152.41853,,,
169,,,,,,,,,,,,,,,,168.16785,-1.4573257,161.61015,,,,166.37807,-1.1747043,156.26976,165.99605,-3.4486945,159.07718,,,,,,,,,,158.6212,-2.803982,158.44633,162.6595,-3.9295845,159.8388,,,,166.95076,-3.6591136,161.32443,,,,,,,,,,161.43578,-3.363814,156.41551,153.60487,-1.28911,148.10512,158.92339,-2.4058912,153.77689,153.60487,-1.28911,148.10512,151.8058,9.678943,148.28073,161.52528,3.8510602,160.50006,163.99586,9.002137,162.20845,,,,164.34282,2.6449215,155.73914,161.82263,9.640136,158.46164,160.96689,11.121431,157.9603,153.45886,11.617535,152.08324,153.11906,4.500752,151.86407,155.82555,4.8120337,150.19104,,,,158.40085,10.363855,154.52267,157.49472,12.743837,154.01761,159.8906,6.528374,157.01573,161.0002,1.8395683,152.5855,,,
170,,,,,,,,,,,,,,,,168.21376,-1.5575047,161.65337,,,,166.34811,-1.2285714,156.28247,166.19753,-3.4795868,159.26389,,,,,,,,,,158.83034,-2.7962544,158.69092,162.64671,-4.027486,159.82703,,,,166.91391,-3.8163393,161.29124,,,,,,,,,,161.57419,-3.3370755,156.54927,153.8193,-1.179393,148.31299,159.02174,-2.4203784,153.87003,153.8193,-1.179393,148.31299,152.0239,9.697896,148.50102,161.70355,3.843147,160.68428,164.0459,8.880382,162.2088,,,,164.56909,2.651378,155.93178,162.03326,9.598725,158.6599,161.17345,11.098842,158.16492,153.34546,11.762852,152.29631,153.24051,4.576114,151.99484,156.06561,4.887628,150.4277,,,,158.60399,10.386653,154.78664,158.36494,12.808487,154.87233,159.99838,6.5385585,157.10742,161.20349,1.7569766,152.77934,,,
171,,,,,,,,,,,,,,,,168.23451,-1.6121451,161.67484,,,,166.43349,-1.326869,156.359,166.31894,-3.5534503,159.38124,,,,,,,,,,159.02412,-2.8198516,158.91028,162.95964,-4.0991673,160.23141,,,,167.10924,-3.8634472,161.47067,,,,,,,,,,161.64503,-3.3640046,156.6099,153.9531,-1.1716181,148.44206,159.104,-2.515997,153.95084,153.9531,-1.1716181,148.44206,152.54497,9.721463,149.02437,161.7229,3.8438663,160.72227,164.05927,8.879669,162.22209,,,,164.98337,2.6347497,156.30049,162.34908,9.607285,158.97672,161.32664,11.079598,158.10556,153.089,11.736375,152.04555,153.2104,4.582366,151.7852,156.08418,4.92933,150.47176,,,,158.76817,10.4327345,154.97601,158.54576,12.765727,155.0598,160.18513,6.6471157,157.28253,161.21437,1.7669979,152.79286,,,
172,,,,,,,,,,,,,,,,168.4244,-1.6757667,161.84795,,,,166.53137,-1.3988458,156.40932,166.4245,-3.5128808,159.45415,,,,,,,,,,159.1508,-2.8444839,159.04202,163.06558,-4.2020073,160.31406,,,,167.1515,-3.8658223,161.50507,,,,,,,,,,161.90848,-3.4230323,156.56271,154.54932,-1.2557185,149.0104,159.10663,-2.5158215,153.9472,154.54932,-1.2557185,149.0104,152.72797,10.16595,149.67723,161.95744,3.5025077,160.95555,164.05719,8.846457,162.21022,,,,165.15402,2.694264,156.46008,162.75827,9.4970665,159.38208,161.76138,11.023251,158.47676,153.33664,11.750204,152.30116,153.5717,4.6594243,152.1421,156.11865,4.9217024,151.0417,153.70776,10.316978,152.24522,159.26051,10.363029,155.47177,159.04587,12.759758,155.54588,160.21693,6.6781693,157.24538,161.32295,1.7269797,152.8595,,,
173,,,,,,,,,,,,,,,,168.50064,-1.6868978,161.95462,,,,166.69438,-1.5079066,156.55478,166.4448,-3.4758458,159.48894,,,,,,,,,,159.24794,-2.922479,159.11041,163.12039,-4.1657844,160.3129,,,,167.2387,-3.8714776,161.58936,,,,,,,,,,162.27913,-3.4745464,156.87732,154.55846,-1.2652363,149.04842,159.35979,-2.597048,154.1837,154.55846,-1.2652363,149.04842,153.00778,10.182807,150.15428,162.00311,3.5355158,160.977,164.49013,9.021025,162.0088,,,,165.18643,2.6915848,156.51459,162.98549,9.464667,159.59952,161.82149,11.034208,158.47362,153.43605,11.726787,152.39003,153.60284,4.6837893,152.14589,156.51646,4.929113,151.42664,153.70892,10.282044,152.2373,159.45515,10.723538,155.77979,159.04735,12.743974,155.56404,160.3417,6.6497054,157.1504,,,,,,
174,,,,,,,,,,,,,,,,168.53276,-1.7590058,162.19366,,,,166.76129,-1.507391,156.5348,166.84901,-3.5384429,159.8991,,,,,,,,,,159.38487,-2.9402971,159.21124,163.12039,-4.1657844,160.3129,,,,167.36717,-3.7708757,161.692,,,,,,,,,,162.33876,-3.5030465,156.84451,154.49211,-1.252023,149.17854,159.41515,-2.5483828,154.1576,154.49211,-1.252023,149.17854,153.03494,10.181582,150.18834,162.0911,3.5014386,160.99413,164.51494,9.131259,162.04605,164.71538,11.365725,162.41104,,,,163.60193,9.713566,160.1093,162.14854,11.020619,158.79568,153.45705,11.783849,152.36255,153.97885,4.7856426,152.45457,156.75003,4.9331436,151.65265,153.76114,10.26842,152.22449,159.77136,10.703316,156.01096,159.62889,12.719267,156.05638,160.36356,6.647206,157.12709,,,,,,
175,,,,,,,,,,,,,,,,168.55244,-1.7654587,162.20018,,,,166.78647,-1.5087173,156.55844,166.8281,-3.6100745,159.9342,,,,,,,,,,159.52779,-2.9377651,159.35399,163.14282,-4.1623,160.32379,,,,167.60948,-3.7836273,161.92719,,,,,,,,,,162.41068,-3.538711,156.90309,154.5264,-1.2819188,149.20297,159.56053,-2.4731266,154.29715,154.5264,-1.2819188,149.20297,153.22055,10.202625,150.37007,162.54712,3.4810722,161.44746,164.5207,9.164034,162.061,164.6902,11.333993,162.37744,,,,163.81836,9.703184,160.32219,162.31802,10.96865,158.95435,153.45705,11.783849,152.36255,154.16881,4.80244,152.64742,156.76474,4.9828696,151.66632,153.83044,10.230218,152.30214,159.88692,10.641368,156.1259,159.86618,12.663333,156.2825,160.46442,6.616186,157.14307,,,,,,
176,,,,,,,,,,,,,,,,168.8059,-1.9277711,162.44841,,,,166.7808,-1.5331897,156.55551,166.82755,-3.5864768,159.9501,,,,,,,,,,159.60057,-2.9718678,159.43874,163.1689,-4.162053,160.34941,,,,,,,,,,,,,,,,162.59236,-3.5171292,157.0783,154.71164,-1.2741547,149.3819,159.78198,-2.49077,154.50053,154.71164,-1.2741547,149.3819,153.68213,10.268824,150.6864,162.61745,3.4778686,161.5174,164.49658,9.320929,162.19563,164.64502,11.336232,162.33264,,,,164.2199,9.6469345,160.70816,162.9515,10.922861,159.5791,153.61745,11.681938,152.41554,154.3328,4.8202767,152.80957,156.77802,4.9827247,151.67917,153.98108,10.35422,152.36284,160.01686,10.637797,156.25316,160.1332,12.656503,156.54443,160.62401,6.376062,157.29784,,,,,,
177,,,,,,,,,,,,,,,,169.0048,-1.829028,162.60115,,,,166.8813,-1.5919374,156.8299,166.81645,-3.5578234,160.05038,,,,,,,,,,159.75493,-2.9728506,159.49603,163.38412,-4.1692457,160.4883,,,,,,,,,,,,,,,,162.5379,-3.5131502,157.22389,154.8511,-1.1282785,149.48454,159.79312,-2.478212,154.51111,154.8511,-1.1282785,149.48454,153.82439,10.227619,150.81593,162.59326,3.6103551,161.68335,164.82196,9.303695,162.52438,164.35655,11.314493,162.25453,165.71353,2.5440037,157.1864,164.4661,9.63829,160.95013,163.05623,10.9126425,159.6825,153.73209,11.803181,152.32903,154.58568,4.809161,152.6743,156.95192,5.0691657,151.84015,154.03932,10.353492,152.41235,160.01279,10.750328,156.27011,160.05228,12.654834,156.65973,160.79926,6.38106,157.08673,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,167.07713,-1.5849624,157.06305,166.95454,-3.6624758,160.19366,,,,,,,,,,159.85493,-2.9494889,159.57733,163.57776,-4.169904,160.67847,,,,,,,,,,,,,,,,162.54436,-3.5788968,157.21446,155.05722,-1.1487095,149.67589,160.12744,-2.3097765,154.88153,155.05722,-1.1487095,149.67589,153.84467,9.840823,150.85281,162.77783,3.5352523,161.86798,164.93323,9.297797,162.63464,164.37704,11.105171,162.22104,,,,164.9482,9.611491,161.37404,164.00735,10.803094,160.6013,153.74823,11.756245,152.28267,154.7021,4.793091,152.78957,156.98814,5.0563054,151.78159,154.15208,10.135155,152.34671,159.9631,10.7881155,156.2204,160.05717,12.585531,156.65015,161.01715,6.352853,157.28009,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,167.28014,-1.664329,157.29247,167.47798,-3.690468,160.69778,,,,,,,,,,160.09996,-2.970333,159.81822,163.84113,-4.1382217,160.938,,,,,,,,,,,,,,,,162.86075,-3.594383,157.6076,155.13914,-1.0436921,149.74557,160.28499,-2.247164,155.09491,155.13914,-1.0436921,149.74557,154.09973,8.765323,151.12398,162.78033,3.4848394,161.89995,165.10732,8.9746895,162.72307,164.11816,10.917457,162.60004,,,,164.9924,9.443235,161.27693,164.23747,10.720026,160.75774,153.98027,11.674725,152.42589,154.88069,4.7972713,152.90715,157.23102,5.0538564,152.00066,154.18784,10.024288,152.3037,159.94775,10.796412,156.24655,160.0442,12.497158,156.61688,161.1605,6.3037295,157.32365,,,,,,
180,,,,,,,,,,,,,,,,169.15579,-1.7620257,162.77354,,,,167.27081,-1.5999366,157.33482,167.57106,-3.6759443,160.9063,,,,,,,,,,160.19843,-2.9916317,159.8822,164.02567,-4.148168,161.11932,,,,,,,,,,,,,,,,162.82129,-3.5994546,157.71196,155.40178,-1.0042828,150.07533,160.31429,-2.2088943,155.1363,155.40178,-1.0042828,150.07533,,,,162.72694,3.6082077,162.06387,164.29327,8.487127,163.9178,164.09184,10.295879,163.10962,,,,164.9024,9.288896,161.35156,164.79674,10.67597,161.28589,154.02785,11.267663,152.30536,154.9525,4.938422,152.96748,157.25658,5.053109,152.04123,154.29652,9.885115,152.30946,159.93562,10.784408,156.26285,160.05153,12.543884,156.6286,161.15411,6.3039904,157.31741,,,,,,
181,,,,,,,,,,,,,,,,169.19211,-1.7215415,162.81941,,,,167.34396,-1.608429,157.43361,167.50053,-3.6812713,161.0171,,,,,,,,,,160.4467,-2.991835,160.10225,164.44637,-4.1008024,161.71904,,,,,,,,,,,,,,,,162.83836,-3.5836275,157.92969,155.35164,-1.030401,150.23029,160.36063,-2.1932912,155.1478,155.35164,-1.030401,150.23029,,,,162.77527,3.6015704,162.21663,164.29082,8.487065,163.92168,163.9546,10.342901,163.34177,,,,165.26624,9.247724,161.71,164.801,10.65665,161.28482,154.17561,11.258458,152.34225,155.01454,4.96517,153.0178,157.50893,5.1752563,152.32042,154.30948,9.768447,152.29239,159.90497,10.786081,156.1957,160.01944,12.538479,156.67204,161.1817,6.324163,157.42725,,,,,,
182,,,,,,,,,,,,,,,,169.36893,-1.5944324,162.95464,,,,167.38086,-1.5838032,157.58372,167.54384,-3.6252801,161.05627,,,,,,,,,,160.57646,-2.9716532,160.21544,164.46533,-4.0935607,161.72276,,,,,,,,,,,,,,,,162.92679,-3.5878441,158.01549,155.42639,-1.1067488,150.29236,160.45514,-2.208466,155.24263,155.42639,-1.1067488,150.29236,,,,162.74626,3.661561,162.55656,163.57513,8.355028,163.5771,163.59143,10.375645,163.91745,,,,166.75247,9.058018,163.34096,165.66078,10.605094,162.18103,154.67628,11.248831,152.83926,155.27238,5.010606,153.15718,157.70102,5.418407,152.50308,154.80379,9.73138,152.78293,159.9052,10.78358,156.19531,160.22542,12.538962,156.71614,161.24545,6.4962664,157.5609,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,167.26312,-1.6462317,157.53853,167.55914,-3.553691,161.08408,,,,,,,,,,160.67616,-2.917823,160.34575,164.43689,-4.056515,161.79231,,,,,,,,,,,,,,,,162.93379,-3.5261903,158.0364,156.06,-1.092024,150.72758,160.80946,-2.2222555,155.60426,156.06,-1.092024,150.72758,,,,162.995,4.055147,162.8047,163.54964,8.404269,163.64206,163.46278,10.390481,163.89925,,,,166.88913,9.053542,163.47911,166.28864,10.423455,162.80615,154.71736,11.228268,152.87949,155.3281,5.0116677,153.12971,157.95468,5.4810348,152.8813,154.843,9.730733,152.82176,159.93588,10.781907,156.26248,160.24995,12.6308365,156.76167,161.27815,6.5051494,157.59258,162.93927,1.6681405,154.79596,,,
184,167.14145,9.402737,168.16164,,,,,,,,,,,,,169.49466,-1.6272575,163.04926,,,,167.25969,-1.5179508,157.59056,167.67313,-3.5662003,161.1938,,,,,,,,,,160.87761,-2.8975906,160.54669,164.38092,-4.0727777,161.87021,,,,,,,,,,,,,,,,163.06863,-3.4673798,158.15126,156.19786,-1.1161067,150.82672,160.98045,-2.2287705,155.7698,156.19786,-1.1161067,150.82672,,,,162.95735,4.1255865,162.87508,163.35765,8.413259,163.50005,163.44072,10.488997,163.9652,165.55847,5.2267375,161.49538,167.00974,8.917693,163.78636,166.3612,10.329992,163.18317,154.74045,11.22594,152.96072,155.39886,5.0092945,153.25673,158.1207,5.4768476,153.08258,155.17105,9.751684,153.28156,160.00537,10.82239,156.25386,160.3092,12.544963,156.98158,161.33673,6.5385604,157.66364,,,,,,
185,,,,,,,,,,,,,,,,169.66843,-1.5902073,163.24263,,,,167.24144,-1.429218,157.68127,167.70209,-3.497649,161.24538,,,,,,,,,,160.90733,-2.8288736,160.62363,164.37166,-4.0030327,161.8844,,,,,,,,,,,,,,,,163.08922,-3.4186409,158.2312,156.2532,-1.118158,150.91292,161.03343,-2.2267704,155.82242,156.2532,-1.118158,150.91292,,,,162.96883,4.183834,162.9467,163.58505,8.74406,163.72826,163.3779,10.490932,163.95845,,,,167.51431,8.610076,164.35158,166.90392,10.280766,163.80563,154.7931,11.200839,153.03806,155.50862,5.1562376,153.36237,158.31848,5.402626,153.25601,155.22183,9.858237,153.40057,160.06801,10.827703,156.31009,160.31424,12.492068,156.97441,161.37943,6.536093,157.72739,160.42047,1.5313985,158.99155,,,
186,167.09822,9.31874,168.3974,,,,,,,,,,,,,,,,,,,167.16231,-1.4390312,157.89343,167.66228,-3.471698,161.29225,,,,,,,,,,160.90834,-2.8367746,160.78748,164.49493,-3.9727132,161.7787,,,,,,,,,,,,,,,,163.11014,-3.4253,158.24959,156.33041,-1.1131477,150.9887,161.00499,-2.2566612,156.01477,156.33041,-1.1131477,150.9887,,,,163.01251,4.200385,162.99034,163.56523,8.643008,163.71375,163.3713,10.468666,163.9452,,,,167.82988,8.591905,164.66222,167.44817,10.470181,164.40924,154.81624,11.321693,153.17403,155.53987,4.989287,153.39113,158.34491,5.2039723,153.27672,155.23042,9.89167,153.40778,160.14195,10.8459835,156.37874,160.33957,12.490322,157.05193,161.9127,6.5140066,158.22826,,,,,,
187,167.05055,9.161957,168.41234,,,,,,,,,,167.57272,8.891212,168.89537,169.71768,-1.4755591,163.38933,,,,167.09175,-1.4359841,157.8449,167.71155,-3.4748623,161.33968,,,,,,,,,,161.4294,-2.7689364,161.32045,164.84386,-3.9855893,161.8631,,,,,,,,,,,,,,,,163.11964,-3.5997157,158.28355,156.65092,-0.9720197,151.56229,161.16135,-2.2490747,155.94652,156.65092,-0.9720197,151.56229,,,,163.02177,4.221992,162.99911,163.49374,8.782618,163.66899,163.389,10.253964,163.91934,,,,167.84999,8.566994,164.66269,167.4305,10.428058,164.47827,154.5745,11.529957,153.5054,155.99843,4.725621,153.7507,158.79524,5.157271,153.70326,155.33897,9.674495,153.26263,160.18611,10.830501,156.41116,160.35435,12.561239,157.0641,162.00931,6.468606,158.35114,163.19756,1.7577345,155.324,,,
188,167.23691,8.976255,168.6087,,,,,,,,,,,,,,,,,,,167.1544,-1.4288163,157.90398,167.67915,-3.6607995,161.31062,,,,,,,,,,,,,165.62277,-4.031612,162.62813,,,,,,,,,,,,,,,,163.35895,-3.6300678,158.51613,156.6614,-1.0244292,151.60449,161.32672,-2.4104445,155.87042,156.6614,-1.0244292,151.60449,,,,163.18001,4.6890354,163.15326,163.50691,8.849798,163.6787,163.45952,10.255598,163.7875,,,,167.90169,8.486654,164.71591,167.92607,10.372283,164.88345,154.83438,11.728796,153.75526,156.4656,4.955168,154.20645,159.04704,5.455654,154.01187,155.15894,9.598336,153.1116,160.29807,10.857326,156.50995,160.32393,12.706954,157.00806,162.08638,6.435185,158.42775,163.33112,1.7517221,155.45132,,,
189,167.2369,8.941643,168.74545,,,,,,,,,,167.65878,8.878634,169.17468,169.83241,-1.492821,163.6633,,,,167.1518,-1.4393446,157.90164,167.72084,-3.720368,161.38443,,,,,,,,,,,,,166.06258,-4.0678377,163.06018,,,,168.72572,-4.018176,163.85576,,,,,,,,,,163.56284,-3.6966321,158.71478,156.77158,-1.051567,151.83455,161.41087,-2.4651043,155.95412,156.77158,-1.051567,151.83455,,,,163.29085,4.7794294,163.37186,163.5319,8.794882,163.817,163.42764,10.257397,163.75534,,,,168.05423,8.313736,164.80632,168.34749,10.288529,165.26169,155.01627,11.763643,153.93489,156.6949,4.957976,154.37613,159.43718,5.768531,154.35011,155.11879,9.444593,153.07828,160.36285,11.030817,156.50244,160.26062,12.720143,156.87381,162.15385,6.368254,158.61975,163.39618,1.7126868,155.51427,163.39618,1.7126868,155.51427
190,167.15633,8.767841,168.83592,,,,,,,168.19974,6.00724,169.27267,167.69833,8.748904,169.34752,169.89517,-1.5444742,163.77577,,,,167.14618,-1.5089918,157.89728,168.03885,-3.7510827,161.87428,,,,,,,,,,,,,166.20673,-4.084893,163.23975,,,,168.7459,-4.3075175,163.82307,,,,,,,,,,163.56744,-3.6962945,158.70787,157.00053,-1.2448982,152.05267,161.63234,-2.4888518,156.23312,157.00053,-1.2448982,152.05267,,,,163.4323,4.705319,163.45923,163.42871,8.918387,163.77687,163.4313,10.276635,163.7578,167.0777,5.0264125,162.80847,168.27193,8.3010235,165.02043,168.7193,10.26639,165.62833,155.05927,11.737727,153.918,156.89795,4.9666576,154.57614,159.41655,5.767667,154.37895,155.12135,9.42188,153.07484,160.46394,10.866252,156.56128,160.0649,12.698402,156.60657,162.56384,6.1480837,158.98839,163.36949,1.7006736,155.5468,163.36949,1.7006736,155.5468
